"group","album","id","Selfdetermination","style","language","City","sex","region","Название.трека","audio","image","Ссылка.на.группу","listen","isaudio","aprize","year"
"RCNT","Recent","u19_298","Electronic","electronic","-","Київ","","","","","https://lh3.googleusercontent.com/zDmylJV5xkQYB_IYMYK9ebtylw0ki1Ge0y0W6DQBcTTNARl4TMBWgW_U1z2vx8F0BJ_aI_HwaQ=w200-h300-rw","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/playlists/728400279&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Koloah","Salon Imaginalis","u19_299","Electronic ","electronic","-","Київ","","","","","https://lh3.googleusercontent.com/-baa2TtxAI4Ud9yDq92dV43P6HJ06Ch91WnONp7YdPJJ3wAStk1y52Z0lYVBnANRJ8wJnLHYFzhzp3gi=w302-h302-l90-rj","","https://www.youtube.com/embed/9MLWQYrYINI?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Юность-21","ЮНОСТЬ","u19_300","Electronic ","electronic","-","Київ","","","","","img/covers19/48155252.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/576465639&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"KHAYAT","KHMIL'","u19_301","Electronic ","electronic","укр","Київ","","","","","https://lh3.googleusercontent.com/fxqTX0YMyeGavlNYmekuvGlSHeiRc5dxvu_0OWMbMcqeDbynhrRPeUhpFbyckXhOc8Rrtt4sjhkjzPbY=w302-h302-l90-rj","","https://www.youtube.com/embed/SEgSdk7CFC8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Earmake","Parallels","u19_302","Electronic ","electronic","-","Харків","","","","","img/covers19/a1326825031_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2281188872/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=1965136096/transparent=true/","","","2019"
"KDNP","Avatara","u19_303","Electronic ","electronic","-","Львів","","","","","https://m.media-amazon.com/images/I/A13lHibAAFL._SS500_.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/581904612&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Misha Propal","With No Story To Tell","u19_304","Electronica","electronic","eng","Київ","","","","","https://lh3.googleusercontent.com/SmshsfH-1bHjcAcZBCI9qapy94PKmeFVp05x0JDVSnIbyFGSijCpjReCxY1xAwvffOdH_K5I8gd4mXw=w302-h302-l90-rj","","https://www.youtube.com/embed/TuMyHWZw5xs?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Vacuum Formula","Stonecold","u19_305","Electronic, Acid Jazz","electronic","-","Київ","","","","","https://lh3.googleusercontent.com/QX_lMvt85bbh9HeMzfnMc6o2ZfR0294KrocciX6pKYf1eenO81w9Kh0izb2XjOi7Jyo8AG1EBsPtHlgr=w302-h302-l90-rj","","https://www.youtube.com/embed/KaWJVqxfsEU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Vacuum Formula","Lost Airplane","u19_306","Electronic, Acid Jazz","electronic","-","Київ","","","","","https://lh3.googleusercontent.com/pb_LulDQb4JQlRkDzR-PJ-8VTeqd7Qy8HRcssAYcgBrgUgiQwBaAAO8xTBim4VidQ14rmtQia39HTrZv=w302-h302-l90-rj","","https://www.youtube.com/embed/uBxiYm0RRuc?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Monoconda","Alphabet","u19_307","Electronic Psychedelic Dance","electronic","-","Київ","","","","","https://lh3.googleusercontent.com/m7xGfSo17kZ3D19wjAo1jwrfWWBcUeBajQRWoDeb8ytbSyoGmXllmKFJHTPNxP32l_du0t7zOaiF5ZFa=w302-h302-l90-rj","","https://www.youtube.com/embed/cXae8rjjlpo?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"The MAUNT","False Restraints","u19_308","electronic rock","electronic","eng","Київ","","","","","https://lh3.googleusercontent.com/pG33_wT_YAM2SYFiOyaoBXik2p-ro9-PRdaIJCPLqZdKlVLOHOBm8_PkD0Rf6dgstQ-xlR-YyG1Z5cI=w302-h302-l90-rj","","https://www.youtube.com/embed/nbanpFzP9V8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Kadnay","Полон","u19_309","Electro-pop, indie-pop","electronic","укр","Київ","","","","","https://lh3.googleusercontent.com/3Gz7qzW5FqsCay8BVEJmvq8vKGZVbPa_HrQUzfHHlHfmlvgCHBSoHTm_kzBQ8IZLWsz9oB0yMbLkZawY-w=w302-h302-l90-rj","","https://www.youtube.com/embed/XsCcqvzb0-o?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Light Matters","Light Matters","u19_310","emo, acoustic, indie, folk","indie","eng","Київ, Warszawa","","","","","https://lh3.googleusercontent.com/lggiel-T1wdG7h1FjR2CRXpli-Wzoi9KmWGDq4LRmETqnCt-QW1FpM82-XwvqhXsr9kslzBiGH2IT_et=w302-h302-l90-rj","","https://www.youtube.com/embed/FcNIFLSHi_A?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"LELÉKA","Tuman","u19_311","Ethno-Jazz","ethno","укр","Berlin","","","","","img/covers19/a1895499192_10.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/633651984&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"the House Plants","House Plants","u19_312","experiemental funk jazz","blues / jazz / soul","-","Хмельницький","","","","","img/covers19/a1486477901_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3348573784/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=127451462/transparent=true/","","","2019"
"Signals Feed The Void","Ритуал","u19_313","experimental, progressive rock","rock","укр","Київ","","","","","img/covers19/a3119961876_10.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/373031495&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Troye Zillia","ENDORФINY","u19_314","folk","ethno","укр","Львів","","","","","https://i1.sndcdn.com/artworks-000653953921-sl9dmj-t500x500.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/729685198&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Postman","City Freak","u19_315","folk","ethno","eng","Київ","","","","","https://lh3.googleusercontent.com/VHy9zJ4k6n9V-u2wW_B3bSpttpWal1cTz9B2jm7wHCzkb4nS_UDWdj3_2rm7mhH4KpzU8j6mm5URaXet=w302-h302-l90-rj","","https://www.youtube.com/embed/5RPdjG7Zrjw?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Sophistication.","Pink Flower","u19_316","folk","ethno","eng","Київ","","","","","https://lh3.googleusercontent.com/AoKmltBaE1Lj-M_Bg_RzGF_PXQMbS8-VcJdCd3SMG6FcJ4dNQLfQRqak3-gDDXzoeK_SMhQj4-0pCbYT=w302-h302-l90-rj","","https://www.youtube.com/embed/cBNswEjhh6g?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Ukiez","Похода","u19_317","folk","ethno","укр","Київ","","","","","https://lh3.googleusercontent.com/SZttePQJ5bgG5GREaUj8-ooM2eGIhhr-YmJY3PWuLNWzY5l6vyh8wYYJOvAzXdzXhQR6w4-n-9NtJFk=w302-h302-l90-rj","","https://www.youtube.com/embed/NfCUpipFjjU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Casa Ukrania","Ofira","u19_318","folk, dark folk","ethno","укр","Одеса","","","","","img/covers19/a3426629738_10.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2644609541/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=4155874620/transparent=true/","","","2019"
"Юра Самовілов. Гуртом","Вітер дужчає","u19_319","folk & singer-songwriter","ethno","укр","Київ","","","","","https://lh3.googleusercontent.com/MRJA-S7Xf6A7cEup-xN9KuDjt6capnEW3Vl6QDLa3xU8lExUz6wObFZ0zTRIcH2XLMbD4WZaTx1Kjftw=w302-h302-l90-rj","","https://www.youtube.com/embed/e-t3hFHGRtw?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"THE BEST PART OF THE TRIP","TBPOFT","u19_320","Funk, Disco, Electronic","electronic","eng","Київ","","","","","https://lh3.googleusercontent.com/V4sf02NjvPWnukGemeg7_AMfwXg4fWmCxOFGdWCLwzFHWUS9z2Fwr35noxocBL_gxZ8VuUbpCH3CJpo=w302-h302-l90-rj","","https://www.youtube.com/embed/HjcVA3sT2fs?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Львівський Танцювальний Клуб \ Lvivdanceclub","Лагідний","u19_321","Funk, Reggae, Alternative hip hop","hip hop & rap","укр","Львів","","","","","https://lh3.googleusercontent.com/nLyFInCuT_MMaE2BSgsQmy7614lnQgaiM58hSnvEfIV0DkJcEhj8IL3xjT1ld0kvNi8-tDSuvH7DDSnw=w302-h302-l90-rj","","https://www.youtube.com/embed/FEihrx5rp7k?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"We Are The Sun","Low U","u19_322","future bass","electronic","-","Полтава","","","","","https://lh3.googleusercontent.com/_CUbNOoMpjiHW1PiyS_GTtf6u01Q3uXpEFh5DCEIq6Ot-GXRRxhjVi2EjdbP3Rh9L19tYZGAt66gdxY=w302-h302-l90-rj","","https://www.youtube.com/embed/ONxtic8amA4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Delta X","Fall In","u19_323","Future Garage","electronic","-","Маріуполь","","","","","img/covers19/a3336710910_10.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3666800064/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=1147903468/transparent=true/","","","2019"
"Pokaz Trio","Kintsugi","u19_324","Futuristic Jazz","electronic","-","Одеса","","","","","https://lh3.googleusercontent.com/nha0Pj4lp3QrYEnkyStDnhutbL58ytWgd9lxCBIXtN2BlsdqGw8uk4DlkNhjYxxfzmWXCqwilEOegC8A=w302-h302-l90-rj","","https://www.youtube.com/embed/E-B6ZJAEt8E?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Roller Genoa","Echoes","u19_325","Garage / Rock ","rock","eng","Черкаси","","","","","https://lh3.googleusercontent.com/YXzeMaKakSIuWjvt3FJvOEPEad60T5wjKmUa_rL1jSpUvLCWWAH0kR2cqR4qvztyQBKK34qGW4LUVBYh=w302-h302-l90-rj","","https://www.youtube.com/embed/9OO63U0tJ0s?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"FECALITY","It's Only Smellz​.​.​.","u19_326","goregrind / grindcore","metal","?","Чернігів","","","","","img/covers19/a3076836868_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3439427153/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3683082234/transparent=true/","","","2019"
"The Nightchild","Something from within","u19_327","gothic rock","rock","eng","Чернігів","","","","","img/covers19/a2334851442_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=1923713220/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=65864449/transparent=true/","","","2019"
"MoreGore","Додикав Напиздовуют Грачи","u19_328","grind core, crossover, hardcore, crust","metal","рос","Кременчук","","","","","img/covers19/a2511946811_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3949701732/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=2370556860/transparent=true/","","","2019"
"Jinjer","Micro","u19_329","Groove metal/","metal","eng","Горлівка","","","","","https://lh3.googleusercontent.com/S9_9ZajFfHC875O7oiu4yv7FNfMKCbk2xE1dEboFBZJhoACZ1HFcl47Gj57V5sOoV7YD1HJdvsBP-Yl3Fw=w302-h302-l90-rj","","https://www.youtube.com/embed/FC3djB7-nc0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"М.Тюссо","Чорна Зима","u19_330","grunge","rock","укр","Одеса","","","","","img/covers19/69TjU9dewPY.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/620966556&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Doktor Bormental","Doktor Bormental & Victims Of Terror","u19_331","hardcore","rock","рос","Харків","","","","","img/covers19/a3157052801_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=1772111124/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3462534828/transparent=true/","","","2019"
"Кат","Это Случится с Тобой","u19_332","hardcore","rock","рос","Харків","","","","","https://lh3.googleusercontent.com/w-ofL7ElLUkhsCYkQcZRTm3mnxiRGhlK7C-P71BRuKOTkJaM5_BXUlmxEKydTFUwFunSQZJtKSxp8DzM=w302-h302-l90-rj","","https://www.youtube.com/embed/fTRqOp29uxU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"МОЧА","С​.​К​.​У​.​М","u19_333","hardcore","rock","рос","Київ","","","","","img/covers19/a4010501581_10.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2670907218/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=341915832/transparent=true/","","","2019"
"Kentawr","Golden Age Of Decay","u19_334","hardcore","rock","?","Київ","","","","","https://lh3.googleusercontent.com/4F2F22Fv_xIBub_KUUIV33Vv3GFrJbwBzdU-TDEewKIWVVdBbEpRAzJmxX2PF2gtGpmnZWqMk1BA-_cO=w302-h302-l90-rj","","https://www.youtube.com/embed/9H3u8j-Ykw4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Papirus","Пророк","u19_335","hardcore","rock","рос","Чернігів","","","","","img/covers19/a4007776187_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=1541204716/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=4071480090/transparent=true/","","","2019"
"Concrete Control","Self​-​Titled","u19_336","hardcore","rock","eng","Одеса","","","","","https://lh3.googleusercontent.com/xE_yNVIx3875koJjjyhHkjndUFVZWYqb4XVD2ptgsAvihzajPr_I2WmzArtsIvC-r79VO0hfEH-95Mct=w302-h302-l90-rj","","https://www.youtube.com/embed/hB-655ZqcpM?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"DAN STARK","888","u19_337","Hardcore Punk Thrashcore Black Metal","metal","рос","Чернігів","","","","","img/covers19/a0619981357_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=125818221/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=1402800129/transparent=true/","","","2019"
"Sysuev","Good Life","u19_338","hip gop","hip hop & rap","eng","Київ","","","","","https://lh3.googleusercontent.com/lZmBrNPDT4nV4yPTaU8cDmKM62FagBOYVBgYX2kvMnn0oYMjZE2EgExByG-qKMETgH5JCr17ub3bMJYo=w302-h302-l90-rj","","https://www.youtube.com/embed/C1drFlFd29Q?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"кАчевники","Бодрый. Сторона Б","u19_339","hip hop","hip hop & rap","рос","Київ","","","","","https://lh3.googleusercontent.com/ZCgfHOftud2BFMjbD0igKbO7guoW7566M7XioRxOKSMQl4GS_eFzQjmnrIIX_fxWhizyo9HdWPhr2y8B=w302-h302-l90-rj","","https://www.youtube.com/embed/iSpIjSbBMv0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Боб Крома","Bobdope","u19_340","hip hop","hip hop & rap","рос","Маріуполь","","","","","https://lh3.googleusercontent.com/mwmLg0jSBi9PA4GG3V_QTYTeQAK4cArg4AZMfvLC_bc7P5v0Z8Xif0E2XBGrWUoFWbw-DH4m2MjZCsm8=w302-h302-l90-rj","","https://www.youtube.com/embed/CCzpdrA8eok?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"ЧАКІР","Чакір Аут Нау","u19_341","hip hop","hip hop & rap","укр","Вінниця","","","","","https://lh3.googleusercontent.com/V9QbzOiMVliF2zazjxN6Q1Tzx2wA3htb9NOd2AaoF70GI6tUEGr7xv-KBDG8HWS4qX4TNf17pZHyFG8Q=w302-h302-l90-rj","","https://www.youtube.com/embed/BJaemWU4n1M?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Макстар","ТТББ","u19_342","hip hop","hip hop & rap","рос","Одеса","","","","","https://lh3.googleusercontent.com/NhuPxeAe8_Hgo4HWDMrEAsk-Dv-MX5tpGvizklWKqfQw6R7wCfvM_7t5ROnrYIJPJgQSQkNlnpWd6utX=w302-h302-l90-rj","","https://www.youtube.com/embed/dNh358-Mf-U?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Telly Grave","Drugstore Cowboy","u19_343","hip hop","hip hop & rap","рос","-","","","","","https://lh3.googleusercontent.com/l8Qlk68cDRcBFM9ldivrdxU_dhrywIJruN9EBUHmQ1UNno765DVZPODbm41TNLUEqAJHPITcoLB1dh7w=w302-h302-l90-rj","","https://www.youtube.com/embed/KwxdMTF6BV0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Telly Grave","BABY SOULJA","u19_344","hip hop","hip hop & rap","рос","-","","","","","https://lh3.googleusercontent.com/MM03BzxByHj_FttlDewiNKQW3xAv8eYFDE6CGM_d6iRNWLMuVbO5UFlauPNS_HrgT5ur0BA5u2F5M7g=w302-h302-l90-rj","","https://www.youtube.com/embed/q3AAQBjGrUo?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Vbros","XXXXXX","u19_345","hip hop","hip hop & rap","рос","Київ","","","","","https://lh3.googleusercontent.com/kc9C9_iVBwgj1Y_B_SJ3lACJcSxc0N3ccPZBbnZ3uY4_JFuScrLPXRijwaQlyKWUDVH9LzdiGqZed_rW=w302-h302-l90-rj","","https://www.youtube.com/embed/EiIfxq2K0Pk?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Anthony Mehed","7th Heaven","u19_346","hip hop","hip hop & rap","eng","-","","","","","https://lh3.googleusercontent.com/LNp2qF5AjMEJDHGE7L5uwsrX44TpT9nzUgNWxGu3NfE5f84MuX4vvj3N1JxNCnYaUnJ18DBp6Hv76zQ-=w302-h302-l90-rj","","https://www.youtube.com/embed/25PRY6Eziyc?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Scuff'Under","ТакМалоСвітлаТут2","u19_347","hip hop","hip hop & rap","укр","Луцьк","","","","","https://i1.sndcdn.com/artworks-000505342383-14snqo-t500x500.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/591412752&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
