"group","album","id","Selfdetermination","style","language","City","sex","region","Название.трека","audio","image","Ссылка.на.группу","listen","isaudio","aprize","year"
"CHOREA","Chronicles of the Darkened Earth","u19_229","black metal","metal","?","Львів","","","","","img/covers19/a0313195996_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=248941784/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=632718204/transparent=true/","","","2019"
"Devilish Art","Chorus of Hell","u19_230","black metal","metal","?","Житомир","","","","","img/covers19/a2477861754_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3292762237/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3342415527/transparent=true/","","","2019"
"Northrend","Unser Blut","u19_231","Black metal","metal","eng","Київ","","","","","img/covers19/a3733902927_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3701947218/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=764226915/transparent=true/","","","2019"
"Volver Stone","Wasteland","u19_232","blues rock ","rock","eng","Житомир","","","","","https://lh3.googleusercontent.com/--PchxXDL5HZsk0a-E4gyvYVV-3k4XK4UrWeF8FhgSIiQiMR1ScENDK_BE9hoNtnM8ehj_ACMadb19DnKg=w302-h302-l90-rj","","https://www.youtube.com/embed/CTLprze45NU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Тулим","Землетрус","u19_233","Boom-bap hip hop","hip hop & rap","укр","Київ","","","","","https://lh3.googleusercontent.com/Pnxyt48BNxIRw_MDD8XnZ4zcMHRUTlYW1ljd0MhyobT0Jxim_2JYgtibd9wRGGvJzc2gUEVik60w11_2=w302-h302-l90-rj","","https://www.youtube.com/embed/fU4OhEpyLNU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Junket","""Burning Boat & The Dancefloor Security""","u19_234","break-beat, funk, electro dub","electronic","eng","Київ","","","","","https://lh3.googleusercontent.com/_N3-ZEdJrQvirbnUjeLkMfPEgr3FfoPWEyEjNRMUbF6Kd9lYNH3obESqneqXTz2y6_Tl33U8-CoFgNzf=w302-h302-l90-rj","","https://www.youtube.com/embed/H6iwxoPffr0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"One Light Inside","99","u19_235","christian rock","rock","eng","Луцьк","","","","","https://lh3.googleusercontent.com/Dgwze0mxFYfsKlv-KzgtIRNP3oFRXI9ayAEWwljJuITvChx6SIVW6Y0QajZYllN_lECegE_L143h66zgQQ=w302-h302-l90-rj","","https://www.youtube.com/embed/ZN8EAXzBzvc?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Nadia Shpachenko","The Poetry of Places","u19_236","classical","others","-","Southern California","","","","","","","","","","2019"
"Anton Baibakov","SOFIIA","u19_237","classical","others","eng","Київ","","","","","https://i1.sndcdn.com/artworks-000593259414-itke8u-t500x500.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/676684101&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Nadia Shpachenko","The Poetry of Places","u19_238","classical","others","-","Southern California","","","","","https://lh3.googleusercontent.com/Sx-GKadHdnLCI5uBnJqgdoH4Z0rn_szDB2pPgHPytuup15KyJbAwFyPakrMoNN1qCfrtrU3JDmYaOrtk=w302-h302-l90-rj","","https://www.youtube.com/embed/OhhWKN5OBfU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Overko","Slides","u19_239","Contemporary Jazz ","blues / jazz / soul","-","Київ","","","","","img/covers19/slides.png","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/433368852&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Max Paragraph","Bad Times Role","u19_240","country, blues ","blues / jazz / soul","eng","Дніпро","","","","","https://lh3.googleusercontent.com/uVcPNk1YjfxjVbBXp1G9VbifnkAczFXmBVr7x27u2H7mcqzlf7DWD9YfRXtId6UW0VQqXozvJ7juLnIN=w302-h302-l90-rj","","https://www.youtube.com/embed/XANwbbLCcAc?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Аркадій Войтюк","Поранений лев","u19_241","Country/Folk/Indie","ethno","укр","Ковель","","","","","https://lh3.googleusercontent.com/wu2yarqwIjC1O1PIaSsVr3i7qVThEA5DtG1dY-vEHFsPncw4OfEKe01xQPZW-2JCHLag6K7Mx1TGHNkJaQ=w302-h302-l90-rj","","https://www.youtube.com/embed/1iOuCIq9CqE?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Kondurakiy","CHUESH","u19_242","dancehall","electronic","укр","Київ","","","","","https://lh3.googleusercontent.com/0mrG1ttSQ5sdvKz_kHxJZTqzBkMJfuZN4ixDyhwS_lXsq4fqW_cwVZb5_N04WzPTg-0m_qRtdl74NeM=w302-h302-l90-rj","","https://www.youtube.com/embed/hGt0XHiBKR4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Sidus Atrum","Cold Silence","u19_243","death doom ","metal","?","Київ","","","","","https://lh3.googleusercontent.com/CmN-q_pNvHLLLeE1F3rQTIHVMwZflLA2KdFwZKieM2GfesaT1pRDzQodcCEefeNB6z8XpuyO2jBfsCg=w302-h302-l90-rj","","https://www.youtube.com/embed/8Il63t2bNEY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Rattenfänger","Geisslerlieder","u19_244","death metal","metal","?","Norway","","","","","https://lh3.googleusercontent.com/pAbxrJm79OTVfTMSUVTIJv-AhKsXaC51uA8A2Z3hqeiOTy5rYoebwrqF7waGz_4MBXZ8-jg52bLHFjw=w302-h302-l90-rj","","https://www.youtube.com/embed/x4T_JTLaKLc?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Обрій (Obrij)","В залізних обіймах лещат (In severe stranglehold)","u19_245","death metal ","metal","?","Ужгород","","","","","img/covers19/a3606383258_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=222548048/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=1950028060/transparent=true/","","","2019"
"White Ward","Love Exchange Failure","u19_246","Deviant Black Metal","metal","?","Одеса","","","","","https://lh3.googleusercontent.com/fLg9c0CmqoBdnqfxv53Jav_hQ71zpFRb0i4odP-YIJlQ5N9DVHQ2eIkOJz5KDohwgAYPVspdDSnXN28=w302-h302-l90-rj","","https://www.youtube.com/embed/w5zJBD60KIY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Raventale","Morphine Dead Gardens","u19_247","doom metal","metal","?","Київ","","","","","img/covers19/a4267629452_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3698869048/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=178031108/transparent=true/","","","2019"
"VainturN","Шлях​/​The Way","u19_248","Doom Metal","metal","?","Київ","","","","","img/covers19/a1105560273_10.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3382599043/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3179360812/transparent=true/","","","2019"
"Hindu","Scars","u19_249","dream pop","pop","eng","Київ","","","","","https://lh3.googleusercontent.com/k6wJMwfKtwDONX3vfuuYhfgxrFk2xz08YL22II1TcPyFYg5ONlCuv6JLSXNBYNtYCgG3DKCbpGV3JRUq=w302-h302-l90-rj","","https://www.youtube.com/embed/J1Q4OgaHunI?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Мой пес по кличке Космик","Детская игра","u19_250","dream pop","pop","рос","Дніпро","","","","","https://lh3.googleusercontent.com/6yf4zuU5KadCdS8rYFbWIhY2_GONPS1iuQ_-j0yBB35IQPeARH0JAxCMpVp1t5s7Pqf3HHl1Z6wAHK3C=w302-h302-l90-rj","","https://www.youtube.com/embed/5g8WESUnOcQ?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Peredmova","Сезон Переїздів Деяких Людей","u19_251","dream pop ","pop","укр","Київ","","","","","https://lh3.googleusercontent.com/mK4whtZC1A6mRiEVa10PSBSrPrqcSt-sWzyU0L_tUwPXHrQnHFcsBRVckOv0nNOcfPHM3joPQ9awn0M=w302-h302-l90-rj","","https://www.youtube.com/embed/hfJ0gwaOxyE?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"protoU","Anomalies","u19_252","drone/dark ambient","electronic","-","Київ","","","","","https://lh3.googleusercontent.com/uD3WhLa-G3dVzxxdmvJ9o6vMroe1ylE59ztp61zGvOWKZTkEIL0BkaWWhZeeBVTXP5BWyHGlHJjSafc=w302-h302-l90-rj","","https://www.youtube.com/embed/Y-fWbTUjsmw?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"ВОЛОК \ VOLOK","Идол","u19_253","drone/dark folk ","ethno","рос","Сміла","","","","","img/covers19/a4211566191_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=37021021/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3414529126/transparent=true/","","","2019"
"ВОЛОК \ VOLOK","Знамение","u19_254","drone/dark folk ","ethno","рос","Сміла","","","","","img/covers19/a2504039240_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2638842518/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=2954450360/transparent=true/","","","2019"
"ВОЛОК \ VOLOK","Безлюдная","u19_255","drone/dark folk ","ethno","рос","Сміла","","","","","img/covers19/a1614473440_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3561003163/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=2875423129/transparent=true/","","","2019"
"Tapolsky & VovKING","Fayah","u19_256","drum-n-bass","electronic","eng","Київ","","","","","https://lh3.googleusercontent.com/TrT2I18msURJM1xrag4JlNvq8GrgvYF2MMqHGH-KTIif-R3WKf-Rc118b_DZSmYy3hVrB8QoT1iDZSo=w302-h302-l90-rj","","https://www.youtube.com/embed/iSrQo8hIp9c?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Mlin Patz","Sunlimit","u19_257","dub","psychedelic","-","Одеса","","","","","img/covers19/a0751870685_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3538157849/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3800335105/transparent=true/","","","2019"
"Chillera","Pro Fun","u19_258","dub","psychedelic","-","Одеса","","","","","img/covers19/a1801273718_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2058510105/size=large/bgcol=ffffff/linkcol=0687f5/tracklist=false/track=2823126263/transparent=true/","","","2019"
"BAD PIT","Sunshine","u19_259","dubstep","electronic","eng","Київ","","","","","https://lh3.googleusercontent.com/jCwtl3x6zRjDLXgej9-f1g8JSyG-G91NxUBa0IPdUZsgl-aPLnxKwc7Vc31qgHyDc9Tq2TU7mE3u_KKviA=w302-h302-l90-rj","","https://www.youtube.com/embed/LYsw2H20Ne4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Jerry Springle","Don't Go to Paris","u19_260","Easy Listening
","others","eng","Київ","","","","","https://lh3.googleusercontent.com/dPOcppbJ5JxsD88ib8QVx8Tngr_AV7pPepkLxC3GWA077HtFi9XpATD0W2D_gJYw1MTJYMbu4_PoIqEvCw=w302-h302-l90-rj","","https://www.youtube.com/embed/JZAbv8lSSYU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Osnova","Plastic Universe","u19_261","electrocore ","electronic","eng","Київ","","","","","https://lh3.googleusercontent.com/Bh1Cm-XETVe_hs_8w1UGqLmDGX0jj3g2MOYbDYaxY6GKvapK8GsTWDSdGg94vMSU1Eb3a9qapTzR0m8=w302-h302-l90-rj","","https://www.youtube.com/embed/HG7CiVeNcZM?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Dan Alien","Bootlegger's Dream","u19_262","electronic","electronic","укр","Київ","","","","","https://lh3.googleusercontent.com/5GLDzxfgOhBRMe5gKxx8KDzuKJ77pgMrG5PWUebLxRz182oDWGa_eRp91NOEbp_RI4xkuYV8PtvGrnM=w302-h302-l90-rj","","https://www.youtube.com/embed/97BsDMuHs3g?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Pilikayu","Свобода, радість, лінь та сум","u19_263","electronic","electronic","-","Львів","","","","","https://lh3.googleusercontent.com/fp_oX3vwyjUf59WhKSOaoQtKBmmdgeD-l3REzWJKrAneqy81INUH7858igN7JcEsBb0iMQCiULbgctaH=w302-h302-l90-rj","","https://www.youtube.com/embed/JcgbSRmDVH8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"ТУЧА","ЗЛО","u19_264","electronic","electronic","?","Київ","","","","","img/covers19/a2212677572_10.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/719465107&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Endless Melancholy","Moments We Spent Together and Marigold Fields","u19_265","electronic","electronic","-","Київ","","","","","https://lh3.googleusercontent.com/Jr3_8O5_F7CsI0P0yzubjcDu893quiY7oRT2yP0AhyQzkjyuSfsOIEq9cqItXS5kzRLWvw7N6bKvGNw=w302-h302-l90-rj","","https://www.youtube.com/embed/kiyzEb5iey8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Протон-4","Опережая Время","u19_266","electronic","electronic","-","Київ","","","","","https://lh3.googleusercontent.com/S9i32-kxTtEfnpq_62HDAeIa-M_BuOLlXRnixmKxhxv6kSKpOb84EDp0L2ydpM7KWxKKrkJQbTLyh3ic=w302-h302-l90-rj","","https://www.youtube.com/embed/_IBc2CA2VxY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Derrick & Tonika","Magic Bless","u19_267","electronic","electronic","-","Львів","","","","","","","","","","2019"
"ivan skoryna","damage","u19_268","electronic","electronic","-","Київ","","","","","img/covers19/katacult_ivan_skoryna_cover.gif","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/567971370&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Anton Belov","Piano Works II","u19_269","electronic","electronic","-","Київ","","","","","https://lh3.googleusercontent.com/n-JHwteHOlVOwseBi-U4TxZJSBL7my5E1qMHeDmHQujMt1jTOIjPfWQPgR9gcdtUWfgvCDdyQ6extRQ=w302-h302-l90-rj","","https://www.youtube.com/embed/LsWz486TAZM?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Physical Illusion + Hidden Element","Raw Cuts","u19_270","electronic","electronic","-","Київ","","","","","https://lh3.googleusercontent.com/Vj_rMTuQqO9DRWPCDUrA0ggtPEM4hLgvmTPoS6GJSy2gWs7gY0MeSS-tYn3n0IIfScNLaLaatQp5EvCw=w302-h302-l90-rj","","https://www.youtube.com/embed/TfgDZLaBhoY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Pyramid Son","Hard Times","u19_271","electronic","electronic","eng","Київ","","","","","https://lh3.googleusercontent.com/RJn_whECD7VEmLlWJNAhCriaKDM5LACXnTX1c7GJcLyTrd4-mIuOei22bTIQqixYl-yMcxUfAsmdeNdR=w302-h302-l90-rj","","https://www.youtube.com/embed/qPlLBsjWels?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Yaroslav Lenzyak","Island of being","u19_272","electronic","electronic","-","Нова Каховка","","","","","img/covers19/hWJ7IDE22Qo.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/656167979&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"PS","Himera.","u19_273","electronic","electronic","-","Київ","","","","","img/covers19/a3285533372_10.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/551915358&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Zvarych","Zvarych","u19_274","electronic","electronic","eng","Київ","","","","","https://i1.sndcdn.com/artworks-000615392569-q1v62s-t500x500.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/698617786&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Endless Melancholy","All Outtakes","u19_275","electronic","electronic","-","Київ","","","","","https://lh3.googleusercontent.com/K1O43sRQOjfH-A81j3lRdZ1IJeN4FXH4oYyLnDPodnCNPoYl7ihUAOTOvr_y-Z8sPYRKKb-pmIFFbyY-=w302-h302-l90-rj","","https://www.youtube.com/embed/CGqy678qrVE?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Eversince","Come In","u19_276","electronic","electronic","-","Київ","","","","","https://lh3.googleusercontent.com/7n1DHaoiOVp-y2v0m-Mixfl_3_A9UbjZkQNt67uvzbweVbfFwrNzV4yqfsvaY7ZmkBG8zaxNSYX3j8aFbQ=w302-h302-l90-rj","","https://www.youtube.com/embed/eW3d88CWI8s?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"stonefromthesky","Schema Theory","u19_277","electronic","electronic","-","Київ","","","","","https://lh3.googleusercontent.com/aiukT7Ky41WP6XgtwzahsE972OWevD4BT0mBCmXTrexgntRDKan9RLGb0zpiZghErj5l345phuS8Euhd=w302-h302-l90-rj","","https://www.youtube.com/embed/MjLW-NpC8vU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Rina Priduvalova","The Tears of Things","u19_278","electronic","electronic","-","Київ","","","","","https://i1.sndcdn.com/artworks-000574699685-scs3o9-t500x500.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/658450340&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"P. PAT","Саундпродюсер","u19_279","electronic","electronic","eng","Київ","","","","","https://lh3.googleusercontent.com/W-4Uyn_VA_dstzTJG3VibqECBRk2tB7fVXZEIUsWjeGYJAJfrdWS7G_P0lPVV2EH_sq7Djcx6Ozm2ZPL=w302-h302-l90-rj","","https://www.youtube.com/embed/Rf15xCcnIBg?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Derrick & Tonika","Magic Bless","u19_280","electronic","electronic","-","Львів","","","","","img/covers19/a2058394948_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2716279228/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=4204244865/transparent=true/","","","2019"
"BUNHT","Overcome","u19_281","electronic","electronic","-","Київ","","","","","https://lh3.googleusercontent.com/P6Wjp24v6v2LBdZsmsLo3gYSgAH4_eAH3Btcu9Zanf6lwTBXEEMvPnf0vJLw4LAHjf7JFdlvQ72KtVw7uw=w302-h302-l90-rj","","https://www.youtube.com/embed/6FymW6p-Ujo?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"King Imagine","Yellow Magic Tunes","u19_282","electronic","electronic","-","Київ","","","","","img/covers19/a1311686438_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=1700572737/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3003662352/transparent=true/","","","2019"
"Ofliyan","Победительница","u19_283","electronic","electronic","укр","Київ","","","","","https://lh3.googleusercontent.com/O2cPvLKrZvuU1n-nW64rpCB1H6oOyYjjlSgDPYONGzeTrRO0y1T14LAGovA0pKl4UBM9cvMpGVkuo_hU=w302-h302-l90-rj","","https://www.youtube.com/embed/vUhPWGX_IK4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Agressor Bunx","Acid Mirage","u19_284","electronic","electronic","-","Біла Церква","","","","","img/covers19/D95YNGl1d2I.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/596734854&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Wavewalkrs","U","u19_285","electronic","electronic","eng","Київ","","","","","https://lh3.googleusercontent.com/iSqlmMhQKbuXdo0-d63wTthX4rBYn2tUtAyVZVu-ULh8-bgWh2k0nItysp2wHypTJVXN6skaPeO1UCe7=w302-h302-l90-rj","","https://www.youtube.com/embed/8EPUuLcGct8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Ivan Dorn x Vakula","Страсть во сне опомнись","u19_286","electronic","electronic","рос","Київ","","","","","https://lh3.googleusercontent.com/MWVnifkIumQe5go-DBg6_7XrtxnaC1bvzzXPq_H2urr9g2jBi0b6yT6pTF2B-DfDoFqwonCE0CebSFE=w302-h302-l90-rj","","https://www.youtube.com/embed/SDZyj59i_lQ?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"King Imagine","In Dub","u19_287","electronic","electronic","-","Київ","","","","","img/covers19/a2000870581_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=867937499/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=426357620/transparent=true/","","","2019"
"WWWAAAVVVEEE","3.0","u19_288","electronic","electronic","eng","Київ","","","","","https://lh3.googleusercontent.com/s5yCVhv0jk8djSJiiVze4C50SuIrvpOphXWJnISpikD0PTGETqmlJhLF0nsnfYOcjEJcDxVGqLKpa67_UQ=w302-h302-l90-rj","","https://www.youtube.com/embed/1r04A0U2vHc?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Oy Sound System","Amnezia Project","u19_289","electronic","electronic","-","Київ","","","","","img/covers19/artworks-000043155571-sf3pgd-t500x500.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/83630322&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"leitmotiv","Womb","u19_290","electronic","electronic","-","Донецьк","","","","","","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/715791673&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Deadly Oak","Negative","u19_291","electronic","electronic","-","Madrid","","","","","https://lh3.googleusercontent.com/k0ITU-O60ha-8JbM6I8J3QVGKknii7TpIbRg-KX5FS1ItNK8hx0A_zUhDGnrAFaImAFxC3ijlpR0QTWU=w302-h302-l90-rj","","https://www.youtube.com/embed/I2gfhXFoPEY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Deadly Oak","Frustration","u19_292","electronic","electronic","-","Madrid","","","","","https://lh3.googleusercontent.com/1lv0QESG2FW9V1LdvyMfxUeegTMNgUsOdAc86ZAWQMPvsvXPGUwwCUN29rsi974PtidwBJSjab2o5Qln=w302-h302-l90-rj","","https://www.youtube.com/embed/9Tv89LPI15Y?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Agressor Bunx","Acid Mirage","u19_293","electronic","electronic","-","Біла Церква","","","","","","","","","","2019"
"Ницо Потворно","Політика Любов і П'янство","u19_294","electronic","electronic","укр","Київ","","","","","img/covers19/nico-potvorno.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/596354493&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Lugansk Сontemporary Diaspora","VOSTOK/ВОСТОК","u19_295","electronic","electronic","-","Луганськ","","","","","https://i1.sndcdn.com/artworks-000586599131-jfppzn-t500x500.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/669915320&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Monocube & Troum","Contemplator Caeli","u19_296","Electronic","electronic","-","Berlin","","","","","img/covers19/a3550006115_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3048393607/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=1198246178/transparent=true/","","","2019"
"Monocube","Substratum","u19_297","Electronic","electronic","-","Berlin","","","","","https://lh3.googleusercontent.com/A6CaWjNfDwIpaWlClrUAmvGEQuqTBfIk43xf9baGSbaAzKUDpfRiE8CX96eAfTGrOWy6OFKCtYgfoRg=w302-h302-l90-rj","","https://www.youtube.com/embed/PneVG8nXwdk?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
